Customer ID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2
BG-11695,37,6,1874.172,1,0.013128416457464076,-0.7052748899973893
BG-11740,58,6,1006.356,1,-0.22486084507673518,-0.8438006791904142
BH-11710,24,8,6255.351,0,1.4758418472248445,0.3828915874540544
BK-11260,78,6,659.1379999999999,1,-0.3522298958065427,-0.853104973834178
BM-11140,308,4,11789.63,2,0.7969817386615361,2.890423123251153
BM-11575,101,6,808.162,1,-0.38511209467493857,-0.7235126955390597
BM-11650,34,11,7294.185,2,2.4419246322227957,0.7168182648148336
BM-11785,219,10,1338.842,0,0.43586367023786726,-0.08066319726048381
BN-11470,25,4,265.296,1,-0.8059701196661706,-1.1835476788348642
BN-11515,10,5,1459.344,1,-0.2574978479320249,-0.9282374155131663
BO-11350,138,5,2682.728,1,-0.3588656388807176,-0.10621245832893333
BO-11425,76,2,130.83,1,-1.4942579722174054,-1.034053006934326
BP-11050,84,5,983.42,1,-0.5612140668950019,-0.755731347068076
BP-11095,18,12,2442.044,0,1.7406263746493709,-0.5788024630333979
BP-11155,90,6,1697.8609999999999,1,-0.1703087849161588,-0.5396212337297618
BP-11185,2,9,3675.861,0,1.2619827830144121,-0.35511759194292936
BP-11230,40,5,1181.49,1,-0.3982165769702953,-0.8800277342418853
BP-11290,13,7,2475.157,0,0.46368774538374496,-0.6374935068939935
BS-11365,559,5,10501.653,2,0.09393901865966743,3.5684883391574886
BS-11380,29,5,3887.834,1,0.19292710077524805,-0.23133657473882355
BS-11590,36,6,2454.928,1,0.13621109728618513,-0.5606616044191373
BS-11665,583,3,3288.1099999999997,3,-1.986024683697233,1.799387716972865
BS-11755,2,7,2562.382,0,0.512248690530941,-0.6589199099438758
BS-11800,266,2,949.4300000000001,1,-1.8513413142267432,-0.06904050702714057
BT-11305,337,5,2567.656,1,-0.9343179818402013,0.6557044649222123
BT-11395,303,6,2186.6130000000003,1,-0.6594785537517802,0.4324612240224772
BT-11440,561,4,603.876,3,-2.2215827565221202,1.0345791466463183
BT-11485,660,2,415.19599999999997,3,-3.054154272068299,1.3610833497469215
BT-11530,92,5,2684.4919999999997,1,-0.2309914957578723,-0.2886882870361977
BT-11680,21,7,3196.752,0,0.590999602201582,-0.42105560829871663
BV-11245,335,5,1523.2730000000001,1,-1.1451309159093108,0.380539352979275
BW-11065,213,3,385.516,1,-1.561719223662305,-0.4146292780404277
BW-11110,122,8,4750.358,0,0.8924150379872248,0.3875443357418395
BW-11200,204,6,1738.406,1,-0.47790923278962194,-0.07590632852810823
CA-11965,97,6,3789.7228,1,0.243642630932538,0.023431101558025483
CA-12055,402,5,1679.7240000000002,3,-1.2984393722380763,0.6870056786278063
CA-12265,57,9,2648.2872,0,0.8966521597930508,-0.399311357702652
CA-12310,14,4,1421.954,1,-0.5358629677712672,-0.9313531294676619
CA-12775,121,7,3041.566,0,0.28165806728226156,-0.06309315577372657
CB-12025,48,10,6076.139,0,1.8912528079137794,0.4513912895324658
CB-12415,27,8,1949.2,0,0.5754538892928965,-0.7069333645096435
CB-12535,198,8,4246.4555,0,0.5773588715315565,0.5608452891353629
CC-12100,458,6,1770.945,3,-1.1752382054359838,0.9424950240836089
CC-12145,107,7,2471.65,0,0.20239995264151,-0.2645831217683695
CC-12220,21,12,3913.418,0,2.037123820609062,-0.19041242339545464
CC-12370,44,5,12129.072000000002,2,1.8586220451000521,1.9368845674438235
CC-12430,1,10,2870.05,0,1.3573526536346159,-0.5558099619737321
CC-12475,40,9,1659.438,0,0.7389226625986581,-0.7199179688742494
CC-12550,28,3,113.832,1,-1.1051951439854577,-1.2198265984620444
CC-12610,35,7,2540.631,0,0.41626906427378674,-0.5332546827943011
CC-12670,30,7,2269.7015,0,0.3740023264628143,-0.6224570338144513
CC-12685,800,4,2854.1150000000002,3,-2.41790895562835,2.5607424030738195
CD-11920,41,5,2033.968,1,-0.2243871968453676,-0.6579393637869422
CD-11980,55,3,639.766,1,-1.0710835117841582,-0.977892889520928
CD-12280,43,2,1205.584,1,-1.1801358159055813,-0.8903009973256863
CD-12790,400,5,1860.732,3,-1.2553974805885297,0.7253643241370176
CG-12040,50,6,904.4680000000001,1,-0.2237927705243962,-0.9016827640418339
CG-12520,339,3,1148.7800000000002,3,-1.752862678095568,0.2817178174746702
CH-12070,692,3,1537.236,3,-2.650879980955482,1.784873763528199
CJ-11875,366,1,16.52,3,-2.5813295540714556,0.08048055502947393
CJ-12010,190,8,11164.974,2,2.032790548013093,2.299177004386514
CK-12205,40,13,3154.855,0,2.086843126829075,-0.29948255726710254
CK-12325,121,5,2945.321,1,-0.257343483681734,-0.1066299537177449
CK-12595,44,11,2372.75,0,1.3946695226341586,-0.5025941078139147
CK-12760,83,9,1582.109,0,0.6037100851552898,-0.5687059381681555
CL-11890,107,4,1262.0140000000001,1,-0.8267858531274703,-0.6024437583892868
CL-12565,285,12,10880.546,2,2.7486610141433525,2.6420125724574333
CL-12700,106,5,2353.586,1,-0.3383497442318582,-0.3176791212396626
CM-11815,132,6,1673.888,1,-0.2916960818903805,-0.3787344225268659
CM-11935,709,2,565.392,3,-3.1588638164783767,1.5943691029166709
CM-12115,9,4,1661.6100000000001,1,-0.4723556358224872,-0.8899190677341816
CM-12160,27,6,2533.314,1,0.1773970779027342,-0.576396164769342
CM-12190,9,6,1475.144,1,0.008078852356040698,-0.9187156025737846
CM-12235,386,5,2305.712,3,-1.1244073991820105,0.7835416866466283
CM-12385,38,4,8954.019999999999,2,0.957970913374957,1.091212129632675
CM-12445,437,3,287.99,3,-2.2028349081070995,0.4511938304362992
CM-12655,28,6,6339.5576,0,0.9631353520882207,0.4014311408866115
CM-12715,1036,4,3984.4524,3,-2.837920767698176,3.788441976013149
CP-12085,83,8,5402.254,0,1.1355685264829813,0.3992454840679479
CP-12340,161,8,5888.275,0,1.0200433384747274,0.8337777543390252
CR-12580,58,4,2148.852,1,-0.5072419535325403,-0.5703980407993915
CR-12625,471,3,475.9,3,-2.258152606508838,0.634478779916163
CR-12730,79,4,1600.55,1,-0.6790399579213299,-0.6271742253041448
CR-12820,86,3,1397.8724,1,-0.9999622235421435,-0.6606497472282331
CS-11845,92,5,1278.954,1,-0.5221659894753459,-0.6483037526318961
CS-11860,163,6,537.632,1,-0.6130152774612673,-0.546175448490728
CS-11950,26,11,3036.547,0,1.5820779522353137,-0.4043377913908459
CS-12130,490,4,884.64,3,-1.9666121186203906,0.824070234586593
CS-12175,233,5,844.4580000000001,1,-1.0030190947283306,-0.19876069427961635
CS-12250,27,12,2754.216,0,1.7803492900692925,-0.4631412575038207
CS-12355,7,11,3202.1620000000003,0,1.6690537781957955,-0.43752105400000985
CS-12400,3,9,3651.8585000000003,0,1.2542384413041863,-0.357282100522954
CS-12460,28,2,550.644,1,-1.274235770027429,-1.117521549401402
CS-12490,425,4,1077.2285,3,-1.7465396913755833,0.6148611475247171
CS-12505,59,6,5690.054999999999,0,0.7426531134763479,0.35852893960859133
CT-11995,97,8,3241.898,0,0.6492171966896488,-0.09782128513980026
CV-12295,255,5,2830.6279999999997,1,-0.6525419627153589,0.3968999101688076
CV-12805,6,9,2370.3136,0,0.9804348587945193,-0.673243143510097
CW-11905,23,6,1136.592,1,-0.1008633591121608,-0.9496627124880055
CY-12745,61,8,2900.026,0,0.6781836289888544,-0.3284517056199964
Co-12640,550,5,1300.076,3,-1.7873335384807756,1.1784186737045734
DA-13450,353,4,156.76,3,-1.7376472201624964,0.09303290014385895
DB-12910,22,8,2171.599,0,0.6353862213213027,-0.6699146114265054
DB-12970,242,5,2839.2272,1,-0.6147254627283958,0.3474032621453604
DB-13060,17,7,4531.646,0,0.8786270357604817,-0.0954215502218351
DB-13120,49,7,2973.094,0,0.46705209842226586,-0.36693290477645085
DB-13210,10,10,2332.577,0,1.2210611512909604,-0.6575356092123172
DB-13270,54,8,4655.897,0,1.0613374141380083,0.09296185212381004
DB-13360,265,5,1081.466,1,-1.0426216813087963,-0.010867076926669378
DB-13405,188,4,1711.692,1,-0.9581557261922194,-0.16528003411903908
DB-13555,108,7,3908.8028,0,0.49735191278872454,0.10709786050074847
DB-13615,34,7,1989.05,0,0.3047742006372833,-0.6783567215020065
DB-13660,13,7,1155.202,1,0.19024282332909553,-0.9752120402174399
DC-12850,38,9,3336.168,0,1.0918217733999367,-0.2988697315989459
DC-13285,24,5,1174.618,1,-0.35528934109959215,-0.9454128151988813
DD-13570,42,6,269.542,1,-0.3331500774147324,-1.0959458706444976
DE-13255,720,5,2550.874,3,-1.9994431769681997,2.174478119301828
DF-13135,701,3,2390.534,3,-2.4990561553592707,2.0389853549142507
DG-13300,33,5,3195.818,1,0.038479756386546514,-0.39248637746918913
DH-13075,278,6,4932.872,0,-0.021258994214148935,1.0356913964697012
DH-13675,777,4,1043.096,3,-2.729329474072451,2.0059185723463067
DJ-13420,638,4,2012.52,3,-2.1432033075228007,1.701193458499971
DJ-13510,49,8,2501.6879999999996,0,0.6289261516389827,-0.478089039625466
DJ-13630,13,3,3356.398,1,-0.39187876620392337,-0.44984648086392137
DK-12835,22,12,3256.48,0,1.898259100959345,-0.3545173380865529
DK-12895,46,5,4282.176,1,0.22749711528657363,-0.06283825486066322
DK-12985,8,5,1687.04,1,-0.20478396252444309,-0.8779333605893875
DK-13090,43,7,2650.557,0,0.41686616033974555,-0.4733160266424553
DK-13150,11,2,797.832,1,-1.1759049501574919,-1.1218805079505845
DK-13225,11,9,4802.394,0,1.4704106013812879,-0.031097160139869462
DK-13375,20,8,3318.486,0,0.8785218342486372,-0.3844299356754168
DL-12865,101,8,1503.112,0,0.2779185649016453,-0.526793573581409
DL-12925,58,6,3272.2,1,0.24453662375212265,-0.26407067898606573
DL-13315,23,8,1458.258,0,0.48483692610753376,-0.8484505775057513
DL-13330,58,4,585.02,1,-0.8312089973685548,-0.9705139912706361
DL-13495,77,8,3539.322,0,0.7662708075379533,-0.10125708894508029
DM-12955,115,7,1322.034,1,-0.05793257693473657,-0.5269059646064743
DM-13015,58,7,6345.103,0,1.140657903762626,0.531606250265658
DM-13345,23,8,4074.4719999999998,0,1.026817852205986,-0.17907627691196842
DM-13525,482,3,1376.792,3,-2.102012955010032,0.908720941072923
DN-13690,218,7,2139.79,0,-0.17403298856411065,0.09191966186674061
DO-13435,134,9,1300.0315,0,0.40390590861396514,-0.438066640421427
DO-13645,27,7,1267.316,1,0.17466161980637757,-0.8908535067281022
DP-13000,127,9,1050.636,0,0.37164406081252627,-0.5297127410013063
DP-13105,7,8,2215.002,0,0.6859566136903658,-0.7184598497856964
DP-13165,813,2,1058.616,3,-3.344966954158824,2.1341379161779392
DP-13390,359,9,5480.723999999999,0,0.6463039071695413,1.5263414290809287
DR-12880,4,9,6528.034000000001,0,1.8473016628477146,0.3825816119628348
DR-12940,51,8,8350.868,2,1.8351119136858745,1.0264126752750682
DS-13030,94,4,1762.213,1,-0.6871284047800849,-0.5261616007427683
DS-13180,24,9,2881.8128,0,1.036503500608773,-0.4707927624437664
DV-13045,20,5,1119.483,1,-0.3556235210492608,-0.9754261505233327
DV-13465,30,6,3341.587,1,0.33652499137127206,-0.3576645583092803
DW-13195,70,6,1080.751,1,-0.24271214672701824,-0.7770461365228291
DW-13480,218,5,5271.628,1,-0.044297420216509356,0.8743075781791555
DW-13540,99,5,344.08,1,-0.7352401426127259,-0.8596602230485214
DW-13585,243,7,1204.854,1,-0.43701469790927805,-0.04787247903014647
Dl-13600,120,5,755.602,1,-0.7081987934885685,-0.6708595859732636
Dp-13240,85,11,7198.7609999999995,2,2.280788025226438,0.8952139983943652
EA-14035,153,13,2846.705,0,1.7097781470016122,0.07103992913953998
EB-13705,49,9,3644.978,0,1.1253043522409925,-0.176115359531369
EB-13750,36,10,3236.314,0,1.3362112527639525,-0.32291537696408174
EB-13840,91,5,4358.128,1,0.11849472641512589,0.13554500884432077
EB-13870,101,10,2767.219,0,1.0588571012633152,-0.1844521635375943
EB-13930,162,5,944.6000000000001,1,-0.7854665269209263,-0.45548284612853684
EB-13975,1,4,1643.255,1,-0.453982672335305,-0.9264287253103477
EB-14110,114,6,3071.126,1,0.04765367682933111,-0.09282275512646704
EB-14170,83,6,1186.326,1,-0.25687605611835357,-0.6983373234124071
EC-14050,54,5,461.914,1,-0.5860925990463967,-1.0084621573152917
ED-13885,136,8,3484.92,0,0.5914569850520446,0.1194477923408436
EG-13900,23,5,1832.02,1,-0.21632849813973734,-0.7811891832791941
EH-13765,136,12,10310.880000000001,2,3.043665031165145,1.9037351260040936
EH-13945,218,8,684.1709999999999,0,-0.21605077034947548,-0.27105336888999026
EH-13990,406,6,825.9499999999999,3,-1.2268652695789242,0.493925069492606
EH-14005,3,7,1219.53,1,0.2312884446957158,-0.9985201029331119
EH-14125,153,10,3082.653,0,0.9800628566694827,0.10304077133861342
EH-14185,106,6,923.884,1,-0.3749985005240127,-0.6740211295538528
EJ-13720,303,4,2162.174,1,-1.1836046081472895,0.4072964289147853
EJ-14155,58,5,2656.691,1,-0.14250524765160003,-0.43100837282609966
EK-13795,45,4,1303.478,1,-0.6463365112034212,-0.838388937946127
EL-13735,78,2,124.28,1,-1.5011587422288584,-1.0277755096306824
EM-13810,133,5,2567.0099999999998,1,-0.36897840438241813,-0.1557030008897558
EM-13825,56,8,2339.598,0,0.5759437142381848,-0.4917240126760249
EM-13960,152,5,933.704,1,-0.7600044828858354,-0.49803742781699434
EM-14065,48,4,228.99,1,-0.8772457087671032,-1.101373210829365
EM-14095,114,4,1041.0420000000001,1,-0.8919664214497177,-0.6311440500902172
EM-14140,49,6,4588.436000000001,0,0.5421584652619205,0.0369062292171487
EM-14200,159,3,366.822,1,-1.415907779382494,-0.6341528296939497
EN-13780,288,4,2199.366,1,-1.1343209008628554,0.35716206834273717
EP-13915,13,17,5478.0608,0,3.6810922962406045,0.2253773762041514
ER-13855,422,3,1245.788,3,-1.962836338639453,0.6366021270675379
ES-14020,41,5,3510.4579999999996,1,0.08148587683098439,-0.28017039646098396
ES-14080,29,9,4657.924,0,1.3905871508406875,0.0035195022547224895
FA-14230,98,7,2984.054,0,0.3334981031277249,-0.16927153100283493
FC-14245,71,7,3418.742,0,0.4983911399598255,-0.16542424519925508
FC-14335,185,7,3889.366,0,0.2798868496313859,0.40832899395561223
FG-14260,35,7,1383.144,0,0.17648138780430864,-0.829404787897093
FH-14275,38,10,4256.272,0,1.5419642475008994,-0.05399955016830854
FH-14350,213,4,2271.284,1,-0.9115275681794154,0.07731192457142609
FH-14365,6,8,6987.196,2,1.6773472574472894,0.4985583995043179
FM-14215,8,10,2456.638,0,1.25230577108181,-0.63374720080753
FM-14290,37,9,3736.198,0,1.177464839254474,-0.20049629484388345
FM-14380,146,9,2523.266,0,0.6240508473891531,-0.07737450824204674
FO-14305,39,10,2678.438,0,1.2123245885991338,-0.4537213203305618
FP-14320,24,8,4046.746,0,1.0183021416481324,-0.1821934656658095
FW-14395,363,3,79.75,3,-2.04085168129355,0.10364023186124062
GA-14515,150,8,3919.7760000000003,0,0.6427357585995765,0.2863818339966534
GA-14725,6,11,1398.382,0,1.2981504817324834,-0.9030058403840272
GB-14530,63,11,1568.44,0,1.1753801674308657,-0.6328248545012938
GB-14575,14,5,4716.288,1,0.40613046889266957,-0.07902172900112873
GD-14590,6,4,1888.07,1,-0.41712587457304334,-0.8439079283117173
GG-14650,44,9,2224.0,0,0.8447909147761935,-0.5595646300834953
GH-14410,76,9,2819.4669999999996,0,0.879447521361243,-0.279957092379787
GH-14425,51,4,4172.8460000000005,1,-0.06854318932269202,-0.0803835790018237
GH-14485,388,2,1361.2440000000001,3,-2.104204247410485,0.5214792540485836
GH-14665,3,2,146.94080000000002,1,-1.2885696447008819,-1.3202284082986528
GK-14620,113,9,6497.27,2,1.5387883203344552,0.8081682879752285
GM-14440,84,7,3582.8199999999997,0,0.49634684697583964,-0.07174708289888239
GM-14455,17,6,3078.624,1,0.31808403969360327,-0.4766420506721848
GM-14500,107,10,1255.682,0,0.7290920395220086,-0.547328055264225
GM-14680,153,6,3163.628,1,-0.04128860515738789,0.08593486276968708
GM-14695,118,3,6049.966,1,-0.12492549457275684,0.6568704356738939
GP-14740,766,2,236.53,3,-3.3849915486552296,1.7368983653347911
GR-14560,1136,2,1284.38,3,-4.193530053385869,3.4763678012491277
GT-14635,57,3,9351.212,2,0.7280558761588231,1.2589370301301976
GT-14710,37,11,11820.119999999999,2,3.371211979774716,1.8867363572023015
GT-14755,35,4,226.436,1,-0.8417397314151238,-1.1537234730637989
GW-14605,29,7,2189.019,0,0.3600598821346593,-0.6470768206543198
GZ-14470,8,9,4355.150000000001,0,1.3860742882055388,-0.15745729608220074
GZ-14545,158,4,2454.6220000000003,1,-0.7210907803742193,-0.09449718564200664
HA-14905,70,7,2163.3,0,0.24108280822607048,-0.4906134115617475
HA-14920,21,8,2584.158,0,0.7236248237118756,-0.5683355536434462
HD-14785,770,3,251.36,3,-3.133475438066749,1.7660553846936524
HE-14800,13,4,883.5319999999999,1,-0.644631782618746,-1.0730883578068298
HF-14995,22,7,2533.1639999999998,0,0.45075725321475635,-0.5868619660288587
HG-14845,55,5,785.628,1,-0.5218031886668806,-0.9216612796568749
HG-14965,24,12,3247.642,0,1.8908843435910043,-0.3488252395307791
HG-15025,7,7,3690.284,0,0.7320478279051396,-0.3504559206114142
HH-15010,73,2,218.668,1,-1.4677454641963366,-1.0235091512649914
HJ-14875,127,5,358.1,1,-0.8099497237476299,-0.7447261543181614
HK-14890,152,8,4877.784,0,0.8356550484592469,0.5394473756392298
HL-15040,44,6,12873.297999999999,2,2.272329227087929,2.136755290405148
HM-14860,3,10,8236.7648,2,2.463589812124507,0.8252500903522422
HM-14980,248,4,736.276,1,-1.3265408615348129,-0.176245521957071
HP-14815,31,7,1990.314,0,0.31335183914995285,-0.6899633514961562
HR-14770,14,5,1299.288,1,-0.3017431318442775,-0.9532820093638803
HR-14830,160,7,5248.787,0,0.6308058505799549,0.6567282098041478
HW-14935,118,8,9300.254,2,1.8460697007285904,1.5357562544821122
HZ-14950,36,5,886.52,1,-0.4482355286591343,-0.9714043163737118
IG-15085,72,4,744.574,1,-0.8369624210788758,-0.8740176445824664
IL-15100,143,7,5040.736,0,0.6348283092775514,0.5358935779239558
IM-15055,410,3,2872.63,3,-1.5925528564515865,1.0051194417553777
IM-15070,391,7,4930.474,0,-0.07545207716041587,1.4938983599577222
JA-15970,93,8,6491.026,2,1.33340176054796,0.7175812111928354
JB-15400,8,10,1791.605,0,1.114536001014823,-0.8038999479630705
JB-15925,738,3,900.552,3,-2.9102856156147348,1.8049014397016856
JB-16000,44,7,644.1188,1,-0.0015641331376651543,-0.9826987941873989
JB-16045,8,5,2518.115,1,-0.032616548789453845,-0.6652977555257429
JC-15340,115,4,71.263,1,-1.0956400041746899,-0.8752912417403332
JC-15385,176,1,1058.108,1,-1.8388853757707335,-0.4085915051916048
JC-15775,159,9,2772.055,0,0.6395554805368698,0.03797647981478174
JC-16105,58,5,858.576,1,-0.5150068981020289,-0.8910670570591899
JD-15790,118,5,2152.352,1,-0.4133009852141647,-0.3214459384831411
JD-15895,395,11,7610.8640000000005,2,1.5068624128813703,2.2334230467911325
JD-16015,113,6,385.43,1,-0.5059493721852029,-0.7839511263557862
JD-16060,301,3,695.442,1,-1.7414439425290045,0.014614786653871153
JD-16150,42,8,8828.0305,2,1.9589093537534852,1.1127075134300075
JE-15475,194,6,1388.682,1,-0.5226395786844398,-0.20515211954485088
JE-15610,49,7,7754.976,2,1.4576778021504468,0.856540755739088
JE-15715,47,10,8697.842999999999,2,2.437142983526484,1.1181935627272814
JE-15745,52,13,6760.8150000000005,2,2.8005989755406815,0.6708444194125639
JE-16165,21,3,2697.248,1,-0.550605228042667,-0.5866806076738151
JF-15190,66,7,2279.5860000000002,0,0.2762605979901649,-0.47676763903719016
JF-15295,226,5,955.124,1,-0.9606897717683571,-0.19828286511473905
JF-15355,106,6,1911.844,1,-0.17033042836010448,-0.42124554085406224
JF-15415,3,6,2371.448,1,0.2103908268857012,-0.713250824417074
JF-15490,122,11,1082.918,0,0.9112545314390418,-0.5224246533646206
JF-15565,55,8,4198.332,0,0.9637752649886508,-0.020132265120181587
JG-15115,759,3,2358.676,3,-2.666427782358739,2.2614815786640423
JG-15160,2,11,6366.392,0,2.3384226050236085,0.35218309411966137
JG-15310,3,6,2240.58,1,0.18327991018062575,-0.7467342000010695
JG-15805,224,6,1507.018,1,-0.5812826735769767,-0.055574811560980125
JH-15430,6,4,309.281,1,-0.7441914450248678,-1.2478507184122816
JH-15820,175,6,528.91,1,-0.6480852885269593,-0.5006868969624202
JH-15910,42,7,959.477,1,0.06931005580006663,-0.9099658309963637
JH-15985,30,6,7954.9980000000005,2,1.29224985418937,0.8227047698407354
JH-16180,405,4,2256.3940000000002,3,-1.4468224777985117,0.8370242816759702
JJ-15445,484,5,709.178,3,-1.7267980531035814,0.7647731120416161
JJ-15760,754,2,195.0,3,-3.3603318578073402,1.6785525332654267
JK-15205,62,5,4427.142,1,0.213177750946502,0.03787901783072351
JK-15325,288,3,383.812,1,-1.7699668621689397,-0.11681445433777615
JK-15370,45,8,2709.632,0,0.6830920240768691,-0.44079200904486854
JK-15625,62,7,3760.028,0,0.594040090911096,-0.11389423788561215
JK-15640,181,9,4760.434,0,0.9904902340845293,0.6342022703794836
JK-15730,85,10,4867.2,0,1.5382448637168216,0.28921393913523247
JK-16090,29,3,3747.668,1,-0.35517322584516176,-0.2861108282795092
JK-16120,118,10,2932.484,0,1.0459709961269914,-0.07456459058499991
